,Genome,Contig,q_start,q_end,Subject,s_start,s_end,strand
398,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36550,37732,Naumovozyma_castellii_NCAS_0D03820,1156,1,-1
399,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36644,37732,Naumovozyma_dairenensis_NDAI_0I01070,1080,1,-1
400,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Tetrapisispora_blattae_TBLA0B05310,904,1,-1
401,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Vanderwaltozyma_polyspora_Kpol_1002p53,904,1,-1
402,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Tetrapisispora_phaffii_TPHA_0E02830,904,1,-1
403,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36824,37732,Kazachstania_exigua_HRR25_1,909,1,-1
404,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Zygosaccharomyces_rouxii_ZYRO0G08866g,904,1,-1
405,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36825,37732,Kazachstania_saulgeensis_KASA_0P01430G,908,1,-1
406,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Saccharomyces##mikatae_SMKI_06G3130,904,1,-1
407,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,904,1,-1
408,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Saccharomyces_eubayanus_DI49_5263,904,1,-1
409,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36819,37732,Zygosaccharomyces_parabailii_ZPAR0K01220_B,914,1,-1
410,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Saccharomyces_pastorianus_GRS66_010945,904,1,-1
411,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36825,37732,Kazachstania_africana_KAFR_0C02290,908,1,-1
412,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36825,37732,Kazachstania_barnettii_KABA2_04S02882,908,1,-1
413,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36825,37732,Zygotorulaspora_mrakii_HG535_0B00830,908,1,-1
414,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36825,37732,Kluyveromyces_lactis_KLLA0_D03168g,908,1,-1
415,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36819,37732,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,914,1,-1
416,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36819,37732,Zygosaccharomyces_parabailii_ZPAR0C01310_A,914,1,-1
417,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36819,37732,Torulaspora_delbrueckii_TDEL_0E05230,914,1,-1
418,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Saccharomyces_uvarum_SUVC_16G0780,904,1,-1
419,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Saccharomyces_bayanus_var.uvarum_Suva_16.102,904,1,-1
420,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36829,37732,Saccharomyces##kudriavzevii_SKDZ_16G0730,904,1,-1
421,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36831,37732,Saccharomyces_cerevisiae_YPL204W,902,1,-1
422,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030439,36831,37732,Saccharomyces_pastorianus_GRS66_005211,902,1,-1
423,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33444,34624,Naumovozyma_dairenensis_NDAI_0I01070,1151,1,-1
424,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33345,34624,Kazachstania_exigua_HRR25_1,1268,1,-1
425,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33509,34624,Kazachstania_saulgeensis_KASA_0K01848G,1089,1,-1
426,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33429,34624,Naumovozyma_castellii_NCAS_0D03820,1148,1,-1
427,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33429,34624,Kazachstania_africana_KAFR_0C02290,1151,1,-1
428,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33386,34624,Kazachstania_barnettii_KABA2_06S03410,1221,1,-1
429,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33428,34624,Kazachstania_barnettii_KABA2_04S02882,1191,1,-1
430,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33716,34624,Kazachstania_exigua_HRR25_2,909,1,-1
431,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33719,34624,Tetrapisispora_blattae_TBLA0B05310,906,1,-1
432,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33429,34624,Kazachstania_saulgeensis_KASA_0P01430G,1190,1,-1
433,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33714,34624,Kazachstania_africana_KAFR_0K00320,911,1,-1
434,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33430,34624,Vanderwaltozyma_polyspora_Kpol_1002p53,1174,1,-1
435,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33382,34624,Zygotorulaspora_mrakii_HG535_0B00830,1276,1,-1
436,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33722,34624,Vanderwaltozyma_polyspora_Kpol_1033p51,903,1,-1
437,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33427,34624,Zygosaccharomyces_rouxii_ZYRO0G08866g,1249,1,-1
438,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33437,34624,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1197,1,-1
439,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33437,34624,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1197,1,-1
440,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33437,34624,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1206,1,-1
441,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33421,34624,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1188,1,-1
442,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33384,34624,Torulaspora_delbrueckii_TDEL_0E05230,1268,1,-1
443,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33430,34624,Saccharomyces_cerevisiae_YPL204W,1180,1,-1
444,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33430,34624,Saccharomyces_pastorianus_GRS66_005211,1180,1,-1
445,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33716,34624,Kluyveromyces_lactis_KLLA0_D03168g,909,1,-1
446,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33424,34624,Saccharomyces##mikatae_SMKI_06G3130,1185,1,-1
447,yHAB132_kazachstania_martiniae_160519.fas,scf7180000030492,33713,34624,Tetrapisispora_phaffii_TPHA_0E02830,912,1,-1
448,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415405,416561,Naumovozyma_castellii_NCAS_0D03820,1154,1,-1
449,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415656,416540,Tetrapisispora_blattae_TBLA0B05310,906,22,-1
450,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415431,416549,Naumovozyma_dairenensis_NDAI_0I01070,1146,13,-1
451,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415648,416561,Nakaseomyces_glabratus_CAGL0H03553g,914,1,-1
452,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415492,416561,Saccharomyces_pastorianus_GRS66_005211,1100,1,-1
453,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415492,416561,Saccharomyces_cerevisiae_YPL204W,1100,1,-1
454,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415653,416540,Tetrapisispora_phaffii_TPHA_0E02830,909,22,-1
455,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415492,416561,Saccharomyces_eubayanus_DI49_5263,1097,1,-1
456,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415492,416561,Saccharomyces_pastorianus_GRS66_010945,1097,1,-1
457,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415654,416561,Torulaspora_delbrueckii_TDEL_0E05230,908,1,-1
458,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415488,416561,Kazachstania_africana_KAFR_0C02290,1074,1,-1
459,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415491,416561,Saccharomyces_uvarum_SUVC_16G0780,1098,1,-1
460,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415491,416561,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1098,1,-1
461,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415647,416549,Vanderwaltozyma_polyspora_Kpol_1002p53,915,13,-1
462,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415626,416540,Zygotorulaspora_mrakii_HG535_0B00830,936,22,-1
463,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415641,416561,Zygosaccharomyces_rouxii_ZYRO0G08866g,921,1,-1
464,GCA_030556345.1_ASM3055634v1_genomic.fna,JAKTPW010000006.1,415645,416561,Kazachstania_exigua_HRR25_1,917,1,-1
465,ashbya_aceri.fas,CP006025.1,441325,442758,Eremothecium_gossypii_AGOS_AFL091W,1,1437,1
466,ashbya_aceri.fas,CP006025.1,441325,442756,Eremothecium_cymbalariae_Ecym_2202,1,1444,1
467,ashbya_aceri.fas,CP006025.1,441325,442232,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,1,908,1
468,ashbya_aceri.fas,CP006025.1,441325,442232,Torulaspora_globosa_HG536_0E05330,1,908,1
469,ashbya_aceri.fas,CP006025.1,441325,442511,Lachancea_quebecensis_LAQU0_S08e03994g,1,1163,1
470,ashbya_aceri.fas,CP006025.1,441325,442232,Lachancea_meyersii_LAME_0B04214G,1,908,1
471,ashbya_aceri.fas,CP006025.1,441325,442525,Lachancea_thermotolerans_KLTH0H04158g,1,1177,1
472,ashbya_aceri.fas,CP006025.1,441325,442233,Lachancea_mirantina_LAMI_0G10330G,1,909,1
473,ashbya_aceri.fas,CP006025.1,441325,442232,Lachancea_lanzarotensis_LALA0_S05e05996g,1,908,1
474,ashbya_aceri.fas,CP006025.1,441325,442233,Lachancea_dasiensis_LADA_0H10132G,1,909,1
475,ashbya_aceri.fas,CP006025.1,441325,442499,Kluyveromyces_lactis_KLLA0_D03168g,1,1139,1
476,ashbya_aceri.fas,CP006025.1,441325,442232,Lachancea_nothofagi_LANO_0E04126G,1,908,1
477,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499316,1500761,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1446,1,-1
478,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499316,1500761,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1446,1,-1
479,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499316,1500761,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1455,1,-1
480,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499316,1500761,Zygosaccharomyces_rouxii_ZYRO0G08866g,1506,1,-1
481,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499566,1500761,Torulaspora_delbrueckii_TDEL_0E05230,1208,1,-1
482,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499517,1500761,Zygotorulaspora_mrakii_HG535_0B00830,1281,1,-1
483,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499527,1500761,Torulaspora_globosa_HG536_0E05330,1258,1,-1
484,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499614,1500761,Naumovozyma_dairenensis_NDAI_0I01070,1109,1,-1
485,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499845,1500761,Naumovozyma_castellii_NCAS_0D03820,917,1,-1
486,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499566,1500761,Nakaseomyces_glabratus_CAGL0H03553g,1199,1,-1
487,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499565,1500761,Saccharomyces##mikatae_SMKI_06G3130,1173,1,-1
488,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499851,1500761,Lachancea_dasiensis_LADA_0H10132G,911,1,-1
489,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499548,1500761,Saccharomyces_uvarum_SUVC_16G0780,1187,1,-1
490,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499548,1500761,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1187,1,-1
491,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499565,1500761,Saccharomyces##kudriavzevii_SKDZ_16G0730,1173,1,-1
492,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499565,1500761,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1173,1,-1
493,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499614,1500761,Vanderwaltozyma_polyspora_Kpol_1002p53,1118,1,-1
494,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499538,1500761,Saccharomyces_cerevisiae_YPL204W,1199,1,-1
495,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499538,1500761,Saccharomyces_pastorianus_GRS66_005211,1199,1,-1
496,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499854,1500761,Tetrapisispora_phaffii_TPHA_0E02830,908,1,-1
497,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499860,1500759,Vanderwaltozyma_polyspora_Kpol_1033p51,902,4,-1
498,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499845,1500761,Kazachstania_naganishii_KNAG_0F01980,917,1,-1
499,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499844,1500761,Lachancea_fermentati_LAFE_0C04588G,919,1,-1
500,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499854,1500761,Kluyveromyces_lactis_KLLA0_D03168g,908,1,-1
501,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499548,1500761,Saccharomyces_eubayanus_DI49_5263,1187,1,-1
502,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499856,1500761,Tetrapisispora_blattae_TBLA0B05310,906,1,-1
503,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499548,1500761,Saccharomyces_pastorianus_GRS66_010945,1187,1,-1
504,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499851,1500761,Lachancea_meyersii_LAME_0B04214G,911,1,-1
505,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499854,1500761,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,908,1,-1
506,GCA_949129075.1_ZBA_7846_DN_genomic.fna,CASBRX010000001.1,1499854,1500761,Kazachstania_africana_KAFR_0C02290,908,1,-1
507,yHAB147_kazachstania_taianensis_160519.fas,NODE_12_length_288332_cov_50.4411_ID_23,166275,167446,Kazachstania_naganishii_KNAG_0D01130,1,1151,1
508,yHAB147_kazachstania_taianensis_160519.fas,NODE_12_length_288332_cov_50.4411_ID_23,166275,167369,Kazachstania_naganishii_KNAG_0F01980,1,1131,1
509,yHAB147_kazachstania_taianensis_160519.fas,NODE_12_length_288332_cov_50.4411_ID_23,166275,167459,Eremothecium_gossypii_AGOS_AFL091W,1,1188,1
510,yHAB147_kazachstania_taianensis_160519.fas,NODE_12_length_288332_cov_50.4411_ID_23,166275,167187,Lachancea_meyersii_LAME_0B04214G,1,913,1
511,yHAB147_kazachstania_taianensis_160519.fas,NODE_12_length_288332_cov_50.4411_ID_23,166275,167182,Nakaseomyces_glabratus_CAGL0H03553g,1,908,1
512,yHAB147_kazachstania_taianensis_160519.fas,NODE_12_length_288332_cov_50.4411_ID_23,166275,167188,Torulaspora_globosa_HG536_0E05330,1,914,1
513,yHAB147_kazachstania_taianensis_160519.fas,NODE_12_length_288332_cov_50.4411_ID_23,166275,167460,Lachancea_thermotolerans_KLTH0H04158g,1,1165,1
514,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_6_length_561264_cov_45.5856_ID_11,478818,480206,Tetrapisispora_phaffii_TPHA_0J02370,1389,1,-1
515,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276765,Tetrapisispora_phaffii_TPHA_0E02830,1,1560,1
516,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275247,276146,Vanderwaltozyma_polyspora_Kpol_1033p51,4,902,1
517,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Kazachstania_saulgeensis_KASA_0K01848G,1,909,1
518,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Kazachstania_exigua_HRR25_2,1,909,1
519,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276154,Zygosaccharomyces_rouxii_ZYRO0G08866g,1,910,1
520,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276152,Kazachstania_exigua_HRR25_1,1,908,1
521,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276154,Naumovozyma_dairenensis_NDAI_0I01070,1,910,1
522,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276152,Vanderwaltozyma_polyspora_Kpol_1002p53,1,908,1
523,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276154,Naumovozyma_castellii_NCAS_0D03820,1,910,1
524,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276159,Kazachstania_africana_KAFR_0K00320,1,915,1
525,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276150,Tetrapisispora_blattae_TBLA0B05310,1,906,1
526,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Kazachstania_barnettii_KABA2_06S03410,1,909,1
527,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276155,Zygotorulaspora_mrakii_HG535_0B00830,1,911,1
528,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276156,Kazachstania_saulgeensis_KASA_0P01430G,1,912,1
529,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Saccharomyces##mikatae_SMKI_06G3130,1,909,1
530,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Kluyveromyces_lactis_KLLA0_D03168g,1,909,1
531,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Saccharomyces_eubayanus_DI49_5263,1,909,1
532,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Kazachstania_africana_KAFR_0C02290,1,909,1
533,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Saccharomyces_pastorianus_GRS66_010945,1,909,1
534,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276156,Kazachstania_barnettii_KABA2_04S02882,1,912,1
535,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276152,Torulaspora_delbrueckii_TDEL_0E05230,1,908,1
536,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276152,Zygosaccharomyces_parabailii_ZPAR0K01220_B,1,908,1
537,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Saccharomyces##kudriavzevii_SKDZ_16G0730,1,909,1
538,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Saccharomyces_pastorianus_GRS66_005211,1,909,1
539,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276152,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1,908,1
540,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Saccharomyces_cerevisiae_YPL204W,1,909,1
541,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276152,Zygosaccharomyces_bailii_FUGC01000003.1_cds_SJM83735.1_1,1,908,1
542,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276152,Zygosaccharomyces_parabailii_ZPAR0C01310_A,1,908,1
543,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Saccharomyces_uvarum_SUVC_16G0780,1,909,1
544,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Saccharomyces_bayanus_var.uvarum_Suva_16.102,1,909,1
545,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276152,Eremothecium_cymbalariae_Ecym_2202,1,908,1
546,yHMPu5000034875_tetrapisispora_fleetii_160519.fas,NODE_14_length_380648_cov_45.9046_ID_27,275245,276153,Torulaspora_globosa_HG536_0E05330,1,909,1
547,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,275298,Eremothecium_gossypii_AGOS_AFL091W,1,1437,1
548,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,275296,Eremothecium_cymbalariae_Ecym_2202,1,1444,1
549,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,274769,Kluyveromyces_marxianus_KLMA_10641_Corrected_start_codon,1,908,1
550,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,275049,Lachancea_thermotolerans_KLTH0H04158g,1,1164,1
551,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,274983,Lachancea_quebecensis_LAQU0_S08e03994g,1,1097,1
552,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,274769,Torulaspora_globosa_HG536_0E05330,1,908,1
553,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,274769,Lachancea_lanzarotensis_LALA0_S05e05996g,1,908,1
554,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,274769,Lachancea_meyersii_LAME_0B04214G,1,908,1
555,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,274770,Lachancea_mirantina_LAMI_0G10330G,1,909,1
556,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,274770,Lachancea_dasiensis_LADA_0H10132G,1,909,1
557,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,275049,Lachancea_nothofagi_LANO_0E04126G,1,1161,1
558,GCF_000091025.4_ASM9102v4_genomic.fna,NC_005787.5,273862,274770,Lachancea_fermentati_LAFE_0C04588G,1,909,1
559,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,54213,Kazachstania_exigua_HRR25_1,1,1539,1
560,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53873,Kazachstania_saulgeensis_KASA_0P01430G,1,1199,1
561,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,54213,Kazachstania_barnettii_KABA2_04S02882,1,1500,1
562,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53796,Kazachstania_saulgeensis_KASA_0K01848G,1,1101,1
563,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53865,Naumovozyma_dairenensis_NDAI_0I01070,1,1167,1
564,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53874,Naumovozyma_castellii_NCAS_0D03820,1,1158,1
565,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53796,Kazachstania_exigua_HRR25_2,1,1080,1
566,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53796,Kazachstania_barnettii_KABA2_06S03410,1,1107,1
567,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53870,Kazachstania_africana_KAFR_0C02290,1,1157,1
568,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53585,Kazachstania_africana_KAFR_0K00320,1,911,1
569,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52677,53577,Vanderwaltozyma_polyspora_Kpol_1033p51,4,903,1
570,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53601,Zygosaccharomyces_rouxii_ZYRO0G08866g,1,927,1
571,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53789,Saccharomyces_paradoxus_CP020257.1_cds_QHS76536.1_1,1,1106,1
572,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53863,Saccharomyces_cerevisiae_YPL204W,1,1180,1
573,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53863,Saccharomyces_pastorianus_GRS66_005211,1,1180,1
574,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53582,Tetrapisispora_phaffii_TPHA_0E02830,1,908,1
575,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53582,Saccharomyces##mikatae_SMKI_06G3130,1,908,1
576,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53580,Tetrapisispora_blattae_TBLA0B05310,1,906,1
577,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53599,Zygotorulaspora_mrakii_HG535_0B00830,1,925,1
578,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53614,Vanderwaltozyma_polyspora_Kpol_1002p53,1,940,1
579,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53582,Kluyveromyces_lactis_KLLA0_D03168g,1,908,1
580,yHAB134_kazachstania_turicensis_160519.fas,scf7180000049564,52675,53591,Torulaspora_delbrueckii_TDEL_0E05230,1,917,1
